cluster,gene,mean,min,Q1,median,Q3,max
3,SLC1A3,-0.378100191834741,-0.626660458216654,-0.573696066416989,-0.553243215173974,-0.51455914608012,2.45434995134553
3,PSCA,-0.320205017426626,-0.672279221818075,-0.620906034357997,-0.589566436399598,-0.535796435708229,2.94613588584214
3,LY6D,-0.382711401129594,-0.731101218424316,-0.664145895648897,-0.632802476131199,-0.575883054716861,4.37122919790719
3,UPK3A,-0.293009009328572,-0.552051618407012,-0.509827559458275,-0.488755624678545,-0.45091052198967,5.01810449640548
3,ADIPOQ,-0.507670169652162,-0.776745383376705,-0.719891807846417,-0.687397179038917,-0.6376211693385,3.06847946579349
3,APOD,-0.391916874213866,-0.738586632960582,-0.675505859071758,-0.646805092801568,-0.590795724066479,2.31215643680622
3,UPK1B,-0.192072027860628,-0.471600893082054,-0.434918432662155,-0.417702102408207,-0.386013069222772,3.3382234151747
3,PLIN4,-0.00329394419015185,-0.861282184054112,-0.762577537817004,-0.674029295272793,0.444559605775273,4.06118169352174
3,C3,-1.46549481875972,-2.60432740701752,-1.99293941441493,-1.67103513802056,-1.22136993296135,2.50116022836401
3,CIDEA,-0.239672145891695,-0.406120957703243,-0.368848417741675,-0.352855616236389,-0.327733264294007,1.84578356747347
9,IGFBP2,-0.117385790312205,-0.301257380247969,-0.248412788721913,-0.227353756520423,-0.186301666495914,3.33937633128355
